"Year","Quarter","Location Description","Data Source","Topic Description","Measure Description","Provision Group Description","Provision","Value","Citation","Enacted Date","Effective Date","Comments"
"1996","4","Kansas","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","No Provision","","","",""
"1996","4","Kansas","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","No Provision","","","",""
"1995","4","Kansas","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","No Provision","","","",""
"1995","4","Kansas","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","No Provision","","","",""
"1995","4","Kansas","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","No Provision","","","",""
"1995","4","Kansas","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","No Provision","","","",""
"2019","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2019","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2019","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2019","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2019","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2019","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2019","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2019","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2019","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2019","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2019","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2019","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2018","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2018","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2018","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2018","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2018","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2017","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2017","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2017","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2017","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2017","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2016","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","4","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2016","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","3","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2016","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","2","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Other","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Promotion","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
"2016","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Display","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1995","7/15/1995",""
"2016","1","Kentucky","OSH","Legislation - Preemption","Preemption on Advertising","Restrictions","Sampling","Yes","KY. REV. STAT. ANN. § 438.300","7/15/1994","7/15/1994",""
